track_id,track_name,artist_name,release_year,popularity,danceability,energy,tempo,duration_ms,streams
T107752,Dance High,Ariana Grande,2000,67,0.888,0.605,161.67,203055,140299281
T107753,Night Paradise,Imagine Dragons,2021,45,0.771,0.551,178.27,203630,317431705
T107754,Night Story,Harry Styles,2014,79,0.448,0.938,137.69,237032,181734149
T107755,Shadow Sound,Billie Eilish,1995,18,0.577,0.419,71.03,206706,100670082
T107756,Love Rhythm,Ariana Grande,1995,30,0.488,0.429,70.78,247537,352721126
T107757,Moon Alive,Harry Styles,2006,73,0.302,0.309,156.85,176436,348975896
T107758,Dance Paradise,Ed Sheeran,2015,85,0.468,0.744,88.42,173126,342840026
T107759,Shadow Tonight,Taylor Swift,2022,70,0.867,0.451,67.32,143578,486885491
T107760,Dream High,Drake,1996,49,0.764,0.826,116.67,237046,499791879
T107761,Fire Forever,Harry Styles,1998,65,0.408,0.958,97.76,177022,202932601
T107762,Dream Paradise,Doja Cat,2011,13,0.476,0.234,130.58,274474,132853941
T107763,Dance Sound,Taylor Swift,1998,40,0.662,0.975,132.02,168802,34865074
T107764,Heart Forever,Kendrick Lamar,2005,36,0.512,0.398,141.78,291935,26229199
T107765,Light Again,Drake,2016,67,0.577,0.528,129.17,193165,192425308
T107766,Moon Story,Drake,2020,34,0.724,0.807,105.71,208069,124364210
T107767,Dream Alone,Imagine Dragons,1998,78,0.55,0.719,62.84,274302,486256259
T107768,Light Tonight,The Weeknd,1995,79,0.343,0.807,168.61,283824,156647149
T107769,Heart High,Dua Lipa,2001,14,0.59,0.564,99.23,188594,232335649
T107770,Night Tonight,Post Malone,2012,17,0.467,0.915,120.86,169310,186867163
T107771,Moon Rhythm,Post Malone,2003,18,0.418,0.816,126.83,233971,225715227
T107772,Dream Tonight,Post Malone,2023,24,0.446,0.441,97.78,211791,334748900
T107773,Heart Paradise,Bad Bunny,1997,16,0.529,0.94,97.02,280695,277675995
T107774,Love Story,Billie Eilish,2002,81,0.865,0.95,91.3,248194,8685767
T107775,Love Alone,Imagine Dragons,2023,24,0.751,0.524,89.2,164510,10660907
T107776,Moon Again,Harry Styles,2018,46,0.701,0.709,63.65,211837,112461996
T107777,Dream Alone,Drake,2013,92,0.553,0.836,174.95,272243,162822390
T107778,Moon Paradise,Imagine Dragons,1998,48,0.201,0.837,131.44,247924,94365752
T107779,Dance Forever,Harry Styles,2012,15,0.455,0.211,72.97,265103,52800635
T107780,Heart High,Kendrick Lamar,2014,92,0.81,0.691,131.04,318288,268719938
T107781,Night Sound,Doja Cat,2021,66,0.491,0.959,87.87,273758,212357075
T107782,Moon Story,Travis Scott,2005,90,0.623,0.38,97.28,235983,476326382
T107783,Love Forever,Post Malone,2021,28,0.354,0.821,156.14,218232,130643687
T107784,Love Rhythm,Imagine Dragons,2008,72,0.887,0.617,166.3,179924,369573113
T107785,Love Tonight,Billie Eilish,2019,40,0.892,0.373,143.98,265702,272223690
T107786,Dream Rhythm,Taylor Swift,2012,84,0.31,0.24,171.91,238564,63824450
T107787,Heart Rhythm,Bad Bunny,2022,88,0.743,0.793,168.6,319592,145403648
T107788,Love Tonight,The Weeknd,2022,19,0.256,0.447,126.14,121823,367589153
T107789,Dream Forever,Olivia Rodrigo,2023,96,0.649,0.493,168.94,204248,227232681
T107790,Shadow Alone,Dua Lipa,2010,76,0.334,0.578,125.4,283744,45543751
T107791,Moon Sound,Kendrick Lamar,1997,71,0.309,0.596,72.51,308774,297279291
T107792,Night Alive,Kendrick Lamar,2009,12,0.203,0.361,159.53,308197,104119779
T107793,Dream Paradise,Dua Lipa,2021,27,0.906,0.723,75.74,135606,369126103
T107794,Heart Tonight,Taylor Swift,2021,34,0.822,0.74,97.92,289051,185849410
T107795,Night Alone,Bad Bunny,1998,29,0.258,0.311,105.58,188430,480426224
T107796,Heart Tonight,Travis Scott,1999,67,0.65,0.616,156.87,204615,215973139
T107797,Dream Story,Kendrick Lamar,2011,95,0.375,0.675,70.02,222400,96193269
T107798,Night Forever,Billie Eilish,2001,59,0.398,0.345,113.39,304265,309750053
T107799,Sky Sound,Post Malone,2010,88,0.856,0.898,112.41,245242,96749299
T107800,Shadow Paradise,Imagine Dragons,2008,19,0.286,0.577,129.86,125410,161825663
T107801,Heart Forever,Harry Styles,2020,30,0.651,0.29,102.46,159392,28838958
T107802,Love Paradise,Olivia Rodrigo,2010,38,0.501,0.461,129.26,213455,363982360
T107803,Light Story,Imagine Dragons,2001,19,0.343,0.572,178.31,192333,394732094
T107804,Sky Alone,Billie Eilish,2003,22,0.539,0.208,68.59,305860,306894113
T107805,Fire Rhythm,Ariana Grande,1998,56,0.905,0.225,164.96,255956,181697330
T107806,Love Story,Imagine Dragons,2016,32,0.786,0.243,97.04,138745,160446347
T107807,Moon Forever,The Weeknd,2005,59,0.299,0.62,115.89,295672,145029223
T107808,Shadow Story,Drake,1996,96,0.837,0.462,148.93,220490,356199264
T107809,Dream Alive,Ed Sheeran,2006,13,0.903,0.897,169.2,202417,294781072
T107810,Heart Alone,Ed Sheeran,2006,76,0.408,0.636,61.09,217606,100189686
T107811,Fire Forever,Ariana Grande,1998,94,0.45,0.793,139.46,154936,440726201
T107812,Love Story,Ariana Grande,2012,62,0.295,0.736,68.35,217671,281049886
T107813,Love Tonight,Doja Cat,2020,11,0.459,0.606,123.08,224912,152766854
T107814,Love Sound,Taylor Swift,2015,77,0.705,0.781,149.97,127133,103841692
T107815,Fire Rhythm,Olivia Rodrigo,2001,74,0.404,0.625,80.34,215408,322784550
T107816,Love High,Kendrick Lamar,2023,88,0.205,0.501,151.65,286251,494315148
T107817,Heart Rhythm,Kendrick Lamar,1995,66,0.454,0.54,97.14,148832,47516014
T107818,Fire Rhythm,Olivia Rodrigo,2020,79,0.54,0.854,133.27,202583,249690036
T107819,Dance Alone,Kendrick Lamar,2020,16,0.625,0.639,138.96,219270,65576299
T107820,Light Forever,Taylor Swift,2017,28,0.713,0.494,137.88,194277,368347503
T107821,Heart Alone,The Weeknd,2020,53,0.246,0.34,62.23,233998,192835670
T107822,Fire Sound,Bad Bunny,2007,72,0.552,0.586,78.27,309489,402277405
T107823,Heart Story,Travis Scott,2000,74,0.4,0.397,162.74,190378,92981853
T107824,Fire Alone,Travis Scott,2000,48,0.911,0.945,172.78,294168,412460335
T107825,Dance Forever,Kendrick Lamar,2006,92,0.47,0.583,127.64,137276,321112984
T107826,Dream Again,Kendrick Lamar,2002,35,0.275,0.207,131.64,311184,192424197
T107827,Love Again,The Weeknd,2018,53,0.231,0.272,150.6,162208,384888213
T107828,Dance Paradise,Dua Lipa,2016,21,0.399,0.422,108.73,319041,358259202
T107829,Dance Forever,The Weeknd,2013,31,0.334,0.272,99.36,170342,462597662
T107830,Dance Forever,Harry Styles,1999,86,0.687,0.897,152.18,273483,46275949
T107831,Dance Rhythm,Post Malone,2012,23,0.835,0.866,63.39,267792,149719277
T107832,Dance High,Ed Sheeran,1999,95,0.434,0.957,166.24,280333,158072287
T107833,Love Alive,Drake,2019,39,0.633,0.751,112.91,284274,62900966
T107834,Heart Paradise,Bad Bunny,2004,53,0.748,0.703,120.51,250569,307900910
T107835,Shadow Again,Doja Cat,1995,93,0.499,0.92,136.11,149739,104099397
T107836,Fire Story,Ed Sheeran,2004,47,0.25,0.938,92.93,195559,284937819
T107837,Light Sound,Dua Lipa,1999,68,0.372,0.884,131.69,244380,10969124
T107838,Fire Alive,Imagine Dragons,2006,51,0.862,0.872,143.16,179500,108111442
T107839,Moon High,Harry Styles,2016,61,0.818,0.724,74.15,225147,202744722
T107840,Light Alive,Travis Scott,2021,72,0.265,0.201,122.46,223493,115386613
T107841,Light Alone,Bad Bunny,2001,70,0.368,0.535,99.53,252839,494661285
T107842,Fire Tonight,Ed Sheeran,2003,43,0.777,0.696,126.88,296670,441164068
T107843,Night Tonight,Dua Lipa,2016,48,0.564,0.627,62.56,261256,142683330
T107844,Sky Alive,Olivia Rodrigo,2015,50,0.77,0.84,149.12,144249,388850875
T107845,Sky Again,Ariana Grande,2006,46,0.358,0.839,80.21,188716,154784991
T107846,Heart Tonight,Billie Eilish,2017,74,0.915,0.667,142.73,233248,422317729
T107847,Dream High,Post Malone,2023,88,0.788,0.217,152.26,299014,458245203
T107848,Dream Sound,Billie Eilish,1995,41,0.348,0.488,150.31,155079,311964259
T107849,Sky Alone,Harry Styles,2005,17,0.619,0.378,158.1,230881,143024713
T107850,Light Paradise,Kendrick Lamar,2015,27,0.285,0.464,96.93,194256,241764220
T107851,Sky Again,Imagine Dragons,2009,54,0.471,0.681,176.05,183581,255113948
T107852,Fire Forever,Kendrick Lamar,1996,42,0.695,0.252,62.86,138769,7926446
T107853,Sky Tonight,Billie Eilish,2014,14,0.448,0.217,117.74,195316,168842961
T107854,Moon Rhythm,Travis Scott,2001,91,0.693,0.541,92.43,307366,215548589
T107855,Moon Again,Travis Scott,2015,83,0.384,0.819,148.79,181326,37562478
T107856,Light High,Harry Styles,2006,45,0.741,0.224,156.63,218111,381641067
T107857,Shadow Again,Travis Scott,2016,32,0.47,0.862,158.69,203564,142368920
T107858,Night Again,Harry Styles,2012,49,0.793,0.499,95.63,285432,385342602
T107859,Dream Forever,Ariana Grande,1997,14,0.303,0.292,92.9,181075,402439898
T107860,Light Rhythm,Drake,2001,43,0.471,0.643,141.23,299260,242428032
T107861,Love Alive,Taylor Swift,2005,33,0.548,0.943,171.38,316685,393912059
T107862,Sky Story,Drake,2012,26,0.518,0.623,90.5,191194,110085172
T107863,Love Rhythm,Taylor Swift,2006,80,0.525,0.736,169.27,174702,493180477
T107864,Light Paradise,Drake,2000,90,0.534,0.837,130.98,279842,254715913
T107865,Dream Tonight,The Weeknd,1999,31,0.942,0.823,148.55,299739,180865794
T107866,Night Again,Doja Cat,2020,24,0.345,0.257,112.79,171845,278535109
T107867,Shadow Alone,Travis Scott,1995,24,0.776,0.778,156.82,143336,112096205
T107868,Light Paradise,The Weeknd,2006,34,0.614,0.941,176.46,203258,248069929
T107869,Sky Tonight,Doja Cat,2021,62,0.51,0.747,80.47,172446,493933523
T107870,Love Sound,Imagine Dragons,2020,30,0.675,0.852,106.27,216077,173944816
T107871,Love Story,The Weeknd,2005,75,0.84,0.579,163.49,207228,52759053
T107872,Light Sound,Drake,1998,41,0.55,0.449,81.2,131215,125364640
T107873,Love Again,Billie Eilish,2021,30,0.849,0.727,109.56,273904,223734457
T107874,Dream Sound,Travis Scott,2012,77,0.27,0.584,79.93,147396,476512791
T107875,Fire Story,Doja Cat,1998,53,0.69,0.898,137.8,283295,81867945
T107876,Night High,Dua Lipa,2011,92,0.45,0.96,88.6,239562,396143354
T107877,Dream Rhythm,Doja Cat,1996,75,0.49,0.839,105.7,222229,269020067
T107878,Dance Paradise,Dua Lipa,2023,99,0.628,0.974,118.94,275370,317168505
T107879,Heart Alive,Travis Scott,2018,23,0.56,0.472,95.66,285927,124128514
T107880,Night Again,Travis Scott,2016,24,0.486,0.899,141.59,231067,307890426
T107881,Heart High,Dua Lipa,1996,29,0.431,0.457,73.35,309553,238443391
T107882,Heart Paradise,Kendrick Lamar,2006,43,0.664,0.292,165.58,194406,485070713
T107883,Fire Alone,Imagine Dragons,2000,45,0.579,0.685,117.76,231429,168170504
T107884,Night Forever,Olivia Rodrigo,2004,92,0.442,0.555,128.74,247507,384719493
T107885,Fire Paradise,Ariana Grande,2019,18,0.354,0.919,134.66,184899,248849072
T107886,Dance Story,Drake,2017,80,0.781,0.584,67.16,217240,38864951
T107887,Shadow Sound,Bad Bunny,2019,39,0.8,0.924,150.84,286668,431473888
T107888,Fire Tonight,Travis Scott,2015,86,0.36,0.261,173.51,228619,412973570
T107889,Fire Tonight,Ed Sheeran,2017,72,0.396,0.848,122.39,187848,68532184
T107890,Sky Again,Doja Cat,2021,44,0.379,0.792,106.9,306682,325102115
T107891,Fire Paradise,Olivia Rodrigo,2010,22,0.863,0.762,154.18,166047,46618967
T107892,Love Forever,Drake,2008,88,0.781,0.477,146.44,147908,80025656
T107893,Fire Paradise,Post Malone,2001,55,0.256,0.811,138.12,144482,474540814
T107894,Night Story,Doja Cat,2022,65,0.824,0.577,175.84,293424,191068351
T107895,Night Paradise,Harry Styles,2022,18,0.228,0.758,129.81,172887,250053053
T107896,Love Alone,Kendrick Lamar,2013,96,0.39,0.631,89.81,236712,437086983
T107897,Heart High,Imagine Dragons,2017,45,0.889,0.323,62.97,132369,339898773
T107898,Love Tonight,Ed Sheeran,2011,12,0.848,0.25,114.42,121660,402739416
T107899,Fire Tonight,Imagine Dragons,2003,28,0.786,0.486,138.28,284069,403248922
T107900,Moon Again,Ed Sheeran,2020,37,0.543,0.928,80.66,146197,390925502
T107901,Love Rhythm,Ariana Grande,2007,32,0.441,0.613,63.09,241129,284356542
T107902,Sky Tonight,Harry Styles,2016,16,0.861,0.826,169.09,137962,469118036
T107903,Light Forever,Harry Styles,1999,85,0.693,0.649,96.23,185816,50184599
T107904,Dance Alone,The Weeknd,2017,23,0.422,0.947,115.93,149201,195544975
T107905,Heart Alone,The Weeknd,1999,55,0.547,0.488,70.93,220759,293846531
T107906,Fire Sound,Imagine Dragons,2004,24,0.861,0.244,105.79,169141,312529522
T107907,Night Rhythm,Bad Bunny,2015,76,0.878,0.809,110.85,265086,134049091
T107908,Night Story,Imagine Dragons,2021,24,0.694,0.75,168.33,299150,315899787
T107909,Moon High,Billie Eilish,2004,60,0.749,0.611,163.85,181662,113119144
T107910,Fire High,Travis Scott,2021,97,0.229,0.455,82.68,240681,238214323
T107911,Moon Rhythm,Olivia Rodrigo,2001,17,0.653,0.347,126.73,249717,389069174
T107912,Sky Story,Travis Scott,2020,78,0.717,0.576,147.75,295283,110291136
T107913,Sky Paradise,Ariana Grande,2009,71,0.215,0.72,95.02,264385,252668219
T107914,Dance Forever,Billie Eilish,2001,60,0.833,0.652,107.33,289891,145182165
T107915,Love High,Harry Styles,2023,72,0.896,0.541,178.19,248919,386256551
T107916,Night Paradise,Billie Eilish,2021,77,0.378,0.621,151.17,233773,376681158
T107917,Heart Story,Drake,2009,87,0.834,0.284,112.46,216159,151106788
T107918,Heart Tonight,Travis Scott,1997,25,0.699,0.743,124.09,248306,15063795
T107919,Fire Again,Kendrick Lamar,2013,93,0.636,0.773,135.09,306157,83655521
T107920,Heart Rhythm,Drake,2004,33,0.832,0.209,119.86,283212,175338687
T107921,Love Forever,Travis Scott,2022,15,0.414,0.411,109.39,175913,195532880
T107922,Fire Sound,Kendrick Lamar,2023,66,0.793,0.272,103.12,198590,278545452
T107923,Love Rhythm,Travis Scott,2009,40,0.436,0.979,80.28,152781,57400416
T107924,Night Alone,Harry Styles,1997,15,0.791,0.663,176.83,152016,420794132
T107925,Light Paradise,Olivia Rodrigo,2000,88,0.538,0.563,70.97,249679,366043336
T107926,Fire High,Olivia Rodrigo,2006,38,0.288,0.561,132.12,217183,226318406
T107927,Dream Again,Billie Eilish,2009,76,0.486,0.953,175.15,171406,249373377
T107928,Dance Alive,Ariana Grande,2000,84,0.375,0.715,104.99,180010,354025685
T107929,Dance Alone,Billie Eilish,2007,12,0.275,0.332,90.29,201142,102242697
T107930,Dream Tonight,The Weeknd,2023,37,0.283,0.55,174.66,130974,325232710
T107931,Dance Forever,The Weeknd,2013,83,0.785,0.804,156.21,133067,480531452
T107932,Love Alone,Olivia Rodrigo,1997,57,0.861,0.53,138.6,152480,53811351
T107933,Shadow High,Taylor Swift,2002,89,0.895,0.441,133.44,121098,201102282
T107934,Sky Again,Taylor Swift,2002,19,0.84,0.973,103.22,259188,444443176
T107935,Dream High,Bad Bunny,2017,42,0.823,0.93,136.96,133354,444972322
T107936,Light Tonight,Drake,2020,76,0.252,0.934,147.0,139588,380956287
T107937,Heart Again,Ed Sheeran,2014,78,0.793,0.303,63.81,128622,14962177
T107938,Fire Rhythm,Ed Sheeran,2009,21,0.787,0.383,74.12,186330,160667702
T107939,Fire Story,Bad Bunny,1998,66,0.298,0.545,97.81,205886,186054791
T107940,Dream Tonight,Billie Eilish,2013,53,0.697,0.849,98.78,295539,227134936
T107941,Shadow Alone,Imagine Dragons,2015,22,0.539,0.775,168.06,150775,79489323
T107942,Shadow Again,Dua Lipa,1997,33,0.875,0.863,142.14,161167,204599309
T107943,Fire Sound,Post Malone,2007,53,0.722,0.918,104.82,266146,200877380
T107944,Sky Alive,The Weeknd,2002,66,0.913,0.809,157.1,245031,136137160
T107945,Moon Again,Harry Styles,2017,25,0.279,0.404,98.78,209935,360124526
T107946,Dream Story,Travis Scott,2010,30,0.23,0.423,178.89,181909,417914000
T107947,Night Sound,Bad Bunny,2007,85,0.93,0.475,153.79,120579,314493624
T107948,Shadow Paradise,Post Malone,1997,60,0.26,0.436,157.01,181689,403196812
T107949,Fire Sound,Kendrick Lamar,2010,30,0.49,0.394,91.32,280346,324790233
T107950,Fire Forever,The Weeknd,2003,69,0.687,0.787,77.4,319438,253739780
T107951,Sky Paradise,Taylor Swift,2022,60,0.86,0.227,106.74,280146,405128141
T107952,Light Again,Taylor Swift,2008,30,0.391,0.768,100.11,191705,141316623
T107953,Love Again,Bad Bunny,2007,15,0.222,0.842,152.38,275387,307860495
T107954,Dream Rhythm,Olivia Rodrigo,2015,82,0.591,0.252,80.91,263369,28814081
T107955,Fire Alive,Billie Eilish,2019,74,0.553,0.248,123.3,184101,340389925
T107956,Moon Paradise,Harry Styles,2001,85,0.43,0.423,135.38,206014,187436048
T107957,Dream Story,Olivia Rodrigo,2009,67,0.855,0.362,106.22,162480,224658844
T107958,Night Rhythm,Drake,2001,87,0.762,0.653,84.07,303705,415318493
T107959,Dance Again,Imagine Dragons,2000,15,0.844,0.727,167.48,233799,49581926
T107960,Night Rhythm,Bad Bunny,1996,74,0.321,0.695,76.66,135183,235546166
T107961,Sky Paradise,Kendrick Lamar,2003,95,0.719,0.479,96.46,134879,189914318
T107962,Dream High,Dua Lipa,2016,43,0.931,0.589,150.79,218399,291622891
T107963,Fire Tonight,Dua Lipa,2018,65,0.659,0.699,132.64,263148,83912620
T107964,Dance High,Post Malone,2011,84,0.329,0.293,147.68,254582,148563593
T107965,Light Forever,Taylor Swift,1999,12,0.947,0.379,157.05,309947,489458167
T107966,Night Again,Drake,2006,51,0.596,0.895,167.45,305099,206872079
T107967,Heart Story,Kendrick Lamar,1995,71,0.83,0.467,96.55,191343,257666480
T107968,Light Story,Doja Cat,2004,15,0.312,0.825,116.92,153382,275261393
T107969,Shadow Story,Ed Sheeran,2005,15,0.7,0.396,142.6,283002,431227130
T107970,Heart High,Travis Scott,2010,72,0.884,0.232,155.37,192740,376450096
T107971,Sky Alive,Post Malone,2008,29,0.599,0.59,129.34,258449,253737511
T107972,Night Sound,Kendrick Lamar,2002,30,0.416,0.896,121.65,258095,393067355
T107973,Moon High,Post Malone,2018,11,0.296,0.839,143.01,295518,414544567
T107974,Sky Rhythm,Imagine Dragons,2011,99,0.422,0.397,105.84,265378,8465579
T107975,Love Alive,Ed Sheeran,2019,99,0.466,0.91,167.24,259006,281067122
T107976,Dream High,Billie Eilish,2012,65,0.732,0.574,85.47,247106,304520089
T107977,Sky Alive,Kendrick Lamar,2006,19,0.334,0.238,166.08,193540,206448574
T107978,Heart High,Doja Cat,2019,96,0.28,0.222,137.23,163105,37659323
T107979,Love Again,Drake,2011,79,0.49,0.578,132.08,141946,42830129
T107980,Sky Forever,Post Malone,2022,32,0.544,0.626,116.39,295049,130899656
T107981,Dream Tonight,Imagine Dragons,2020,39,0.671,0.262,78.57,293804,479497236
T107982,Dream Tonight,Ariana Grande,2008,87,0.731,0.919,163.79,125634,448392206
T107983,Dance High,Taylor Swift,2010,46,0.867,0.76,66.3,146242,72982264
T107984,Fire Sound,Harry Styles,2008,64,0.417,0.825,92.4,207259,276369295
T107985,Love Forever,Taylor Swift,2003,58,0.596,0.656,73.16,168489,478591585
T107986,Shadow Rhythm,Harry Styles,1998,43,0.475,0.718,72.82,241786,327670549
T107987,Dream Paradise,Billie Eilish,2019,53,0.201,0.503,106.85,312539,463961562
T107988,Shadow Alive,Bad Bunny,2017,31,0.635,0.73,79.25,127048,431748413
T107989,Heart Tonight,The Weeknd,2005,40,0.812,0.963,129.77,212828,397025168
T107990,Shadow Alive,Drake,2000,16,0.227,0.705,135.26,227017,438861286
T107991,Dream Story,Drake,2009,30,0.203,0.466,165.85,186458,383056979
T107992,Dream Alive,Post Malone,1999,25,0.746,0.422,95.96,148606,252814328
T107993,Dream Story,Dua Lipa,2005,29,0.713,0.951,97.1,238892,55084032
T107994,Dance Tonight,Taylor Swift,2019,52,0.504,0.344,89.56,174077,364972000
T107995,Sky Alone,Billie Eilish,2012,53,0.696,0.829,153.82,311071,82150810
T107996,Light Tonight,Olivia Rodrigo,2007,56,0.915,0.563,111.37,149329,405341062
T107997,Sky Again,Post Malone,2005,28,0.386,0.546,126.29,290325,307027401
T107998,Moon Tonight,Travis Scott,2008,57,0.384,0.783,104.95,196848,285883754
T107999,Sky Paradise,The Weeknd,2022,88,0.34,0.315,78.82,206681,259605211
T108000,Light Alive,Taylor Swift,2012,78,0.743,0.564,72.3,214980,311045630
T108001,Dance Forever,Post Malone,2021,20,0.465,0.228,164.19,210440,45953521
T108002,Night High,Drake,2022,88,0.942,0.723,91.86,192235,224191447
T108003,Love Tonight,Taylor Swift,2019,38,0.736,0.246,172.99,158123,29368515
T108004,Love Again,Dua Lipa,2022,54,0.476,0.268,173.68,132183,321574758
T108005,Sky High,Imagine Dragons,2013,77,0.312,0.859,117.47,121464,15525225
T108006,Dream Alive,Bad Bunny,2018,45,0.644,0.546,175.03,246072,67791857
T108007,Shadow Alive,Ed Sheeran,2021,57,0.421,0.357,63.42,265655,67363399
T108008,Dream Paradise,Olivia Rodrigo,2009,96,0.879,0.662,71.0,220338,250743791
T108009,Light Rhythm,Olivia Rodrigo,2003,24,0.531,0.605,89.2,189126,365808981
T108010,Night Alone,Billie Eilish,2002,53,0.419,0.521,85.1,184531,467208720
T108011,Moon Alone,Taylor Swift,2014,76,0.641,0.906,90.32,308918,488708296
T108012,Shadow Story,Imagine Dragons,2022,83,0.303,0.785,114.28,273963,197866634
T108013,Night Tonight,Taylor Swift,1995,49,0.621,0.318,67.55,292520,231603713
T108014,Heart Forever,Travis Scott,1998,95,0.242,0.645,126.65,304061,11060755
T108015,Shadow Again,Post Malone,2008,23,0.655,0.269,97.13,121426,315361320
T108016,Sky Again,Post Malone,2019,72,0.598,0.391,68.59,299444,30823511
T108017,Shadow Sound,Dua Lipa,1996,90,0.591,0.91,150.39,316066,455543159
T108018,Sky Rhythm,Doja Cat,2010,94,0.713,0.56,138.41,285439,197758717
T108019,Fire Forever,Ed Sheeran,1997,60,0.233,0.896,155.21,302058,290634915
T108020,Heart High,Travis Scott,2020,88,0.545,0.329,172.71,266219,235566365
T108021,Heart Sound,Dua Lipa,2002,67,0.533,0.36,130.29,296792,16538447
T108022,Heart Story,Taylor Swift,2000,24,0.545,0.475,154.41,129232,188065776
T108023,Fire High,Post Malone,2010,74,0.935,0.486,83.9,201958,474510473
T108024,Love Alone,Imagine Dragons,2018,97,0.304,0.781,109.24,147288,195958467
T108025,Sky Alone,Dua Lipa,2010,64,0.718,0.668,123.61,204834,413201362
T108026,Dream Again,Ariana Grande,2001,85,0.501,0.632,124.95,276397,302504862
T108027,Sky Forever,Taylor Swift,2007,19,0.584,0.67,146.2,206977,102807018
T108028,Dream Sound,Taylor Swift,2007,51,0.772,0.771,155.51,282100,132946210
T108029,Fire High,Ariana Grande,1999,20,0.318,0.896,140.02,317276,400364432
T108030,Dream Story,Kendrick Lamar,2019,25,0.773,0.523,65.67,256422,340051336
T108031,Sky Forever,The Weeknd,2014,82,0.253,0.826,102.15,139137,237865202
T108032,Shadow Forever,Harry Styles,2016,87,0.562,0.586,128.69,256441,462831363
T108033,Heart High,Post Malone,2012,28,0.757,0.763,120.94,255945,267791152
T108034,Night Story,Dua Lipa,2009,40,0.344,0.882,65.38,212161,100386562
T108035,Moon Story,Imagine Dragons,2012,82,0.778,0.225,177.68,238234,446803552
T108036,Heart Story,Drake,1996,62,0.325,0.626,174.73,288588,251065116
T108037,Love Sound,Olivia Rodrigo,2004,99,0.799,0.972,152.85,284021,29352835
T108038,Sky Rhythm,Kendrick Lamar,2017,17,0.552,0.587,66.64,257217,140179199
T108039,Night Again,Ariana Grande,2007,33,0.713,0.874,111.62,205161,486579849
T108040,Light Sound,Dua Lipa,2012,17,0.888,0.345,109.17,264653,453570971
T108041,Sky Paradise,Bad Bunny,2009,92,0.506,0.671,126.96,145552,473898857
T108042,Night Forever,Ed Sheeran,2006,57,0.375,0.879,66.71,204843,174669927
T108043,Heart Forever,Bad Bunny,2009,39,0.85,0.537,110.84,228592,182974791
T108044,Dance Rhythm,Doja Cat,2007,67,0.321,0.58,150.94,176291,150744224
T108045,Sky Paradise,Post Malone,2012,95,0.674,0.264,179.76,201825,289403866
T108046,Moon Rhythm,Harry Styles,2009,64,0.892,0.233,131.45,219612,113181093
T108047,Dream Tonight,Dua Lipa,2019,82,0.706,0.566,172.87,265262,203166935
T108048,Moon Paradise,Doja Cat,2017,71,0.347,0.858,179.82,259643,435045433
T108049,Light Sound,Harry Styles,2005,57,0.314,0.926,112.17,182230,27464959
T108050,Heart Story,Dua Lipa,2013,13,0.389,0.714,140.24,296911,298316911
T108051,Night Rhythm,Travis Scott,1997,46,0.494,0.845,85.59,227718,275905388
T108052,Dream Tonight,Bad Bunny,2001,17,0.319,0.773,117.08,177408,41478073
T108053,Sky Paradise,Taylor Swift,2015,10,0.798,0.747,69.41,275308,1807791
T108054,Heart Alive,Dua Lipa,2020,79,0.468,0.8,63.5,315936,184260040
T108055,Night Alone,Kendrick Lamar,2008,56,0.902,0.594,167.15,262464,181077431
T108056,Sky Tonight,Bad Bunny,2008,84,0.832,0.557,163.01,146891,182438612
T108057,Sky Again,Ariana Grande,2016,14,0.882,0.324,97.45,179478,479207424
T108058,Fire Story,Billie Eilish,2007,59,0.421,0.858,114.83,158488,291995100
T108059,Love Story,Billie Eilish,2006,33,0.63,0.235,119.23,263326,90980559
T108060,Night Paradise,Imagine Dragons,2018,56,0.441,0.409,122.48,189463,290673320
T108061,Moon Forever,Doja Cat,2003,27,0.393,0.606,76.15,213577,182761561
T108062,Light Sound,Imagine Dragons,1995,93,0.655,0.958,153.01,122497,107001833
T108063,Heart Sound,Ariana Grande,2013,37,0.813,0.813,101.74,254048,471389801
T108064,Fire High,Ed Sheeran,2005,86,0.27,0.488,63.8,317348,249417252
T108065,Fire Rhythm,Taylor Swift,2017,14,0.407,0.757,141.19,267926,107529958
T108066,Dance Again,The Weeknd,2016,39,0.354,0.926,159.59,301889,115441403
T108067,Moon Again,Ed Sheeran,2017,10,0.799,0.62,170.18,262979,100194203
T108068,Love Tonight,Ed Sheeran,2018,95,0.9,0.56,140.93,304214,163455350
T108069,Sky Alone,Olivia Rodrigo,2016,91,0.26,0.631,82.95,149436,457388026
T108070,Fire High,Dua Lipa,2013,55,0.484,0.443,130.77,144685,401637763
T108071,Fire Alive,Harry Styles,2012,78,0.886,0.908,169.41,295912,295261767
T108072,Heart Alive,Olivia Rodrigo,2006,40,0.458,0.822,102.07,239077,290669002
T108073,Love Paradise,Harry Styles,2017,79,0.734,0.75,174.4,231927,464189065
T108074,Sky Tonight,Doja Cat,2022,65,0.275,0.659,71.72,297355,146080296
T108075,Dance Story,Drake,2022,98,0.533,0.956,147.37,182891,107380379
T108076,Dance Forever,Bad Bunny,2022,37,0.577,0.432,74.39,186495,1186739
T108077,Moon Story,Ariana Grande,2021,25,0.768,0.421,155.87,187095,459156207
T108078,Light High,Travis Scott,1995,63,0.417,0.389,71.72,135677,114000993
T108079,Dream High,Bad Bunny,2013,62,0.398,0.779,99.09,248398,126405753
